591	chr4	170314425	170315660	NEK1	1	-
591	chr4	175157808	175158562	FBXO8	1	-
591	chr4	177604688	177605076	VEGFC	1	-
591	chr5	31400603	31401538	DROSHA	1	-
591	chr5	50040597	50040866	PARP8	1	+
591	chr5	50129856	50129882	PARP8	1	+
591	chr5	50130675	50130849	PARP8	1	+
591	chr5	50137799	50142356	PARP8	1	+
591	chr5	52386429	52390609	ITGA2	1	+
591	chr5	69372398	69372533	SMN2	1	+
591	chr5	69372845	69373419	SMN2	1	+
591	chr5	70247818	70248867	SMN1	1	+
591	chr5	70264309	70265930	NAIP	1	-
591	chr5	76003138	76003957	IQGAP2	1	+
591	chr5	79922046	79924963	DHFR	1	-
591	chr5	115779311	115782308	SEMA6A	1	-
591	chr5	121398889	121402437	LOX	1	-
591	chr5	122950090	122952739	CSNK1G3	1	+
591	chr5	137081339	137088837	HNRNPA0	1	-
591	chr5	138665047	138667366	MATR3	1	+
591	chr5	141367355	141369856	RNF14	1	+
591	chr5	151183652	151192346	G3BP1	1	+
591	chr5	176827107	176827163	PFN3	1	-
591	chr5	177637624	177638181	HNRNPAB	1	+
591	chr5	179041178	179041960	HNRNPH1	1	-
591	chr5	179263593	179265078	SQSTM1	1	+
591	chr6	1395094	1395832	FOXF2	1	+
591	chr6	5771662	5771813	FARS2	1	+
591	chr6	17759413	17761087	KIF13A	1	-
591	chr6	17763923	17764340	KIF13A	1	-
591	chr6	17950636	17951593	KIF13A	1	-
591	chr6	26094454	26098571	HFE	1	+
591	chr6	35800742	35803080	SRPK1	1	-
591	chr6	43490067	43491605	XPO5	1	-
591	chr6	43752283	43752299	VEGFA	1	+
591	chr6	43752299	43754224	VEGFA	1	+
591	chr6	106555361	106557814	PRDM1	1	+
591	chr6	110064317	110064683	FIG4	1	+
591	chr6	110146468	110146631	FIG4	1	+
591	chr6	121401382	121401916	TBC1D32	1	-
591	chr6	155578255	155578857	TIAM2	1	+
591	chr6	160090088	160103524	SOD2	1	-
591	chr6	160111950	160113495	SOD2	1	-
591	chr7	4802095	4811074	FOXK1	1	+
591	chr7	12271601	12282993	TMEM106B	1	+
591	chr7	14184673	14188755	DGKB	1	-
591	chr7	14215597	14216448	DGKB	1	-
591	chr7	26229546	26231958	HNRNPA2B1	1	-
591	chr7	26232114	26232197	HNRNPA2B1	1	-
591	chr7	26232870	26232921	HNRNPA2B1	1	-
591	chr7	30673476	30673649	GARS	1	+
591	chr7	33353923	33354183	BBS9	1	+
591	chr7	33644838	33645680	BBS9	1	+
591	chr7	38423304	38424418	AMPH	1	-
591	chr7	45223011	45223849	RAMP3	1	+
591	chr7	45225797	45225901	RAMP3	1	+
591	chr7	48026744	48026926	SUN3	1	-
591	chr7	48099869	48100901	C7orf57	1	+
591	chr7	77646373	77649236	MAGI2	1	-
591	chr7	77707699	77708162	MAGI2	1	-
591	chr7	77885085	77885149	MAGI2	1	-
591	chr7	94926987	94928255	PON1	1	-
591	chr7	94989255	94989443	PON3	1	-
591	chr7	94991673	94991714	PON3	1	-
591	chr7	95034174	95034641	PON2	1	-
591	chr7	100320756	100321323	EPO	1	+
591	chr7	100486170	100486285	SRRT	1	+
591	chr7	149169884	149171474	ZNF746	1	-
591	chr7	149184710	149189000	ZNF746	1	-
591	chr7	150700376	150701023	NOS3	1	+
591	chr7	150711257	150711676	NOS3	1	+
591	chr7	154379794	154380341	DPP6	1	+
591	chr7	154684190	154685995	DPP6	1	+
591	chr7	155493706	155494184	RBM33	1	+
591	chr7	155567735	155574179	RBM33	1	+
591	chr8	22213018	22215076	PIWIL2	1	+
591	chr8	24776119	24776611	NEFM	1	+
591	chr8	24808467	24810465	NEFL	1	-
591	chr8	24810988	24811064	NEFL	1	-
591	chr8	24811065	24811309	NEFL	1	-
591	chr8	24811694	24811728	NEFL	1	-
591	chr8	28047242	28048673	ELP3	1	+
591	chr8	54879111	54880663	TCEA1	1	-
591	chr8	54905935	54906211	TCEA1	1	-
591	chr8	54912184	54912463	TCEA1	1	-
591	chr8	101269286	101270783	RNF19A	1	-
591	chr8	141530254	141542142	AGO2	1	-
591	chr9	4585558	4587469	SLC1A1	1	+
591	chr9	23690101	23692554	ELAVL2	1	-
591	chr9	27036512	27036798	IFT74	1	+
591	chr9	27062734	27062928	IFT74	1	+
591	chr9	27546542	27548233	C9orf72	1	-
591	chr9	27560498	27561578	C9orf72	1	-
591	chr9	34634718	34635628	SIGMAR1	1	-
591	chr9	35056060	35057113	VCP	1	-
591	chr9	78790218	78790478	PCSK5	1	+
591	chr9	78808268	78810805	PCSK5	1	+
591	chr9	78973838	78977255	PCSK5	1	+
591	chr9	86274877	86276701	UBQLN1	1	-
591	chr9	100433481	100436030	NCBP1	1	+
591	chr9	114803064	114803772	SUSD1	1	-
591	chr9	114804146	114804180	SUSD1	1	-
591	chr9	116148596	116150579	ALAD	1	-
591	chr9	119461983	119463579	TRIM32	1	+
591	chr9	131301993	131302156	GLE1	1	+
591	chr9	131303449	131304567	GLE1	1	+
591	chr9	135136742	135139625	SETX	1	-
591	chr9	140678602	140678845	EHMT1	1	+
591	chr9	140696902	140697651	EHMT1	1	+
591	chr9	140729405	140730579	EHMT1	1	+
591	chr17	5809	6006	DOC2B	1	-
